,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
14738,oZ5ajWJBFG2HkfYoT3brvg,0,2013-10-23,0,E0yFePQPISLwcueXAZIMyw,1,Can I give no stars.  What a horrible place to get service work done. got an estimate for tune up on a hedge trimmer and a weed eater.   So the hedge trimmer they gave me a horrible estimate that was more than double what it should have been when I said no they told me I owed a 18 dollar fee for the estimate and said I should just leave the trimmer since it is not worth any thing.  I ended up selling for 150 on craigs list FYI with out the tune up.   they even charged to add string to test the weed eater.  Place is a total rip off I will never go again.,review,0,kw2dUZxpZ_sXcEQIZ0VIjA
14739,oZ5ajWJBFG2HkfYoT3brvg,0,2013-12-23,0,uF326m2T_eGHx-lnDAUFPA,1,"DO NOT TAKE ANYTHING TO THIS PLACE TO BE REPAIRED. THEY ARE THIEVES. I took my Honda push lawnmower there because it would not start. They ended up putting a new carburetor on it and said it was fixed. I took it home it sat in the garage. I did not use it because I just moved and planted grass. I took it out of the garage to use a month later only to find out it would not start. I took it back called a few days later and they said water was in the gas but, it was fine now to come get it. I travel alot so, I had hired a landscaper to do my yard. I left the mower there for a couple of months they called, I said I would get it picked up. My son went to pick it up last week only to be told it was thrown away because it had a bad crankshaft that we must have hit a rock or something with it. So, since we took so long to get it they threw the mower away.",review,0,Dfadh_DFWH39YUVdIMB79w
14741,mE52ELf36a9fa5PdXLu9Ow,0,2011-10-29,1,wg25s9QTAuVhxpaG0TW0pA,1,"I took 2 coats in to be altered. On the first coat only the sleeves were to be shortened. On the second coat the sleeves and the coat length were to be shortened.

We, my daughter (who's coats these were) and I, returned to Tony's a week later to pick up both coats. My daughter tried on the first coat, that only needed the sleeves shortened, and she looked a bit apprehensive and a bit perplexed. But none-the-less she opted to take the coat as she was leaving back to college and needed the coat. When we left Tony's my daughter commented that it didn't feel right in the sleeves, as if it was bunching and it felt uncomfortable to her. I told her to leave it but she insisted that she would need a coat.

The second coat that needed both the sleeves and length shortened was left there because they said it wasn't ready and would be another week. When I returned a week later to pick up the coat it was very visible to me that the job was not done properly. The front of the coat was uneven, I would come to later find out, it was a whole 1/2 inch off. Also, at the bottom of both the right and left sides of the coat there was a zigzag stitch that shouldn't have been there, it should have been a straight stitch. The sleeves also looked as if there was too much lining fabric where it joins the exterior of the coat. From the backside of the coat, at the bottom, the lining was visible (hanging down too far). When I questioned the employee she said her seamstress was gone for the day and to just leave the coat there so she could fix it.

When I returned 2 weeks later to pick up the coat there were no changes made to the coat at all. When I questioned the owner about why the seamstress put a zigzag stitch on the two bottom sides she said that was the only way it could be done to close the coat. I asked why the seamstress didn't go in from inside the lining and she said, ""That would have been too much work"". When questioned why it was still uneven she said it was because it was on the hanger and that once I put the coat on it would be fine. I explained to her that that wasn't the way it was when I originally purchased the coat, that the coat was nice and even at the bottom. She insisted I put the coat on, I told her it wasn't my coat and it wouldn't fit me because the coat belonged to my daughter who was away at college by this time.

By this time I just wanted to take my coat somewhere else to have it fixed but she was insistent on having the seamstress do repairs right then while I waited. I told her no that the coat had already been left there for them to fix and they failed to do anything to fix it in the three weeks since it was originally promised to me. I simply wanted my coat and I expressed that I wasn't going to pay for it because the job wasn't done properly and she grabbed my coat. I then pulled out my cell phone to call the police so that I could get my merchandise back and she proceeded to charge me for the work done, even though it was very clear that I was not satisfied and I was neither confident nor comfortable with leaving my coat any longer. The owner proceeded to tell me to never bring anything to her again and I promised her I wouldn't.

It's been several weeks but I've since had this coat fixed by FIT ALTERATIONS, they did a phenomenal job! I would advise to NEVER take anything to TONY'S CLEANERS AND TAILORS FOR ALTERATIONS. I really don't think the seamstress knows what she's doing.",review,1,Wf5og9W2QDdAC0lflUzn7g
14746,NjwxCfOTleHsYgcHtEsAPQ,0,2013-07-29,0,sLqvnCkZRfQYxJvFArMJPg,1,"The owner was completely unprofessional, called me stupid repeatedly and tried to charge me a fifty dollar fee for adding water to my radiator. I wouldn't go here again if he paid me!  It was the most ridiculous attempt to get money for doing nothing that i have ever seen. In top of that he tried to charge
 me almost two hundred for an oil change and adding coolant. What a crook!",review,1,_m-_O8MWIvJsaojnJcQmyQ
14760,FW2Z4ll4zSOEDAJX9-wBZA,0,2013-01-15,0,h8mFHtknYHjKSTXt-RZ9Vg,1,DO NOT EAT HERE!!!  They have the worst customer service!!!  I don't go out to eat to be given an attitude.  I expect courteous service.,review,0,okl3KM2Maarf-8glwQGx_A
14852,JZJqJadk9pSoCGT7VTwBvg,0,2010-08-13,1,Q8lBtqnv1lhgpbWB2_M0Wg,1,"This place is like the equivalent of The Clubhouse, in Tempe, but in Phoenix. The layout makes no sense, and the character of the building is incredibly, old and out dated. Especially with as many good acts and money they bring in, its time to reinvest your money to renovate/improve. They pull in great acts but almost always the venue pushes me away from seeing them. Not worth it.",review,1,9b5TY9v0-RibDNYUDqvDmA
14858,JZJqJadk9pSoCGT7VTwBvg,0,2010-09-27,1,0nrY3gKkrdhvbWNH1wb7aQ,1,"Maybe I am the most ""uncool"" person on Yelp, but I HATED this place.  A friend and I decided to meet here thinking it sounded like a chill place to have a drink, relax, go down memory lane, etc.

We drove separately and I arrived before him.  I paid a $10 cover to get inside, only to discover that ""inside"" was so dark I could not see, so packed I could not move, and playing the most INSANELY loud I-don't-even-know-what-to-call-it music I have ever heard.

Trying not to be a diva, I went to the bar and ordered a Jack on the rocks.  It took me screaming at the bartender to accomplish this feat, likely through no fault of his own.

Anyway, my buddy showed up and miraculously recognized my silhouette in the dark.  (I am a perfectly normal size 10/12 so I didn't stand out at all.)  

He ordered a drink and we stood in awkward, pitch-black, booming silence until we decided to just slam our drinks and leave.

That was the most interesting $15+ dollar Jack (including cover) I have ever had.

I don't see the appeal.  Maybe on a weekday?",review,3,i2TRnWtvxxwJuynRKrw35Q
14902,nq31doWpCrr1UwquTXNdmw,12,2007-08-15,25,AwKhrvnr5FiqBwqRZuhqPg,1,"""Hi, can you do an oil change for a 95 BMW 530i?""
""Umm...I'm not sure can you hold?""
""Sure""
""What kinda car was that again?""
""Oh, a 1995 BMW 530i""
""Umm...what year?""
""Dude, I just said 1995.""
""Oh, yea. Ok. Well what series? A 3, 5 or 7 series?""
""OMG, I said it's a 530i, so I guess that makes a 5 series don't  ya think?""
""Umm..I'll have to get my manager.""
""Hi this is Dale, can I help you?""
""Great. Dale, can you do an oil change on a 1995 530i?""
""Hmmm...what size engine is it?""
""Dude, I have no freakin' clue what size engine it is. And I had no idea it was so complicated to look this information up so just forget it.""
CLICK...",review,15,C8ZTiwa7qWoPSMIivTeSfw
14904,nq31doWpCrr1UwquTXNdmw,2,2009-12-28,2,gq1G1IdLZsPtEh4quvpH-Q,1,"If you like your mechanics covered in tattoos, with a huge chip on their shoulder, and brimming with self-loathing that they direct outwardly to their customers, then this place is for you!!",review,2,j472C2lnLtcdyXz4qA0YrA
14988,gztTQsgq6FJwIoV4P4RNIw,0,2014-03-13,0,1vTx2QUepUIwKA3VgCfODQ,1,"I need to order some more contacts, but it seems my prescription only lasted for a year... so I have to get a new eye exam... so I called Central Phx Eye Care, among others.  They want $175 for a contacts eye exam... highest quote I've gotten so far... just an FYI

So I called Target... long story short, they said come right over, an hour later the exam was over, they confirmed my prescription, acted just as professional as any other eyecare facility I've ever been to (and I've been wearing contacts since 1975)... charged me $95... and I can buy my contacts online at half price now.  FWIW, COSTCO was $79 for the same thing, but they didn't have a doctor to give me an exam for another week.",review,2,IGXElT3f44nlEM0DS6vpwQ
15036,j1k5n2rKVfb08oEPvrbHkg,0,2007-09-21,7,wZSpcYpJOIE8GowGBNonjg,1,"A walgreens with no liquor? What am I, in Utah?",review,1,eBFm-lABQiKpaUcPDfYOgA
15054,EhjTY_BkSviBNF5Rb1I0fA,0,2012-10-13,0,lJkZhbJrtddJc0w3vAbOtA,1,Just left early from Arizona Opera Lucia Di Lammermoor. It was horrible. I felt like I was at a high school production! Their is no sound production and the performers do not wear mikes. So you are in a fairly large hall (the symphony hall to be exact) and all you can hear are these tiny voices from the stage. I could've had the same experience watching it on my IPad. DO NOT waste your hard earned money. They should be ashamed to pretend this is a true opera!,review,0,vGU22toEIXLRjTVzjXpH7w
15075,XcwbN5fDlyl8qCttcdDGKA,3,2008-02-05,2,VUdFNGf-TPY_8DsUBHnRNw,1,"Ordered a Bean and Cheese Burrito the other night in the drive-thru, didn't know I mistakingly ordered the Lard and Cheese Burrito. Three of the worst dollars I've ever spent.

As far as drive-thru Mexican places I've given a try in my day (and I've given a few too many a try), this might be the worst.

I've yet to find a really good dirty taco shop around downtown, but the Filberto's by Glam is a lot better.",review,2,eBFm-lABQiKpaUcPDfYOgA
15095,ShlpOxmjFOeiuSdUMVQr3A,1,2009-08-28,2,3h3fV8kELYR6s23q5tE19Q,1,Be prepared to be upset it is gone has been for several years now.,review,3,_7el1cOgnfkNfmZKi277bQ
15099,VlG9qxAc4d0em2djaU__xw,0,2009-08-25,1,86UYh6ZQNez5krIAPR9YLQ,1,"After a meal at Moira Sushi, we decided on a whim to stop in at Jordon's for a fried ice cream dessert.  We walked in the door and the place smelled of old carpet and b.o.  Not very appetizing, but I'm willing to give any place a chance.

We ordered the dessert, it arrived promptly...and was clearly not freshly made.  A very icky mushy crust with some cinammon and a dab of whipped cream, after a few bites we both looked at each other and said ""yuck!"".  Worst fried ice cream we've ever had!

After seeing some of the food passing by, it's probably on par with any other chain mexican, similar to a macayos or carlos o'briens.  Crispy tacos, flaccid yellow cheese, tomato and lettuce on everything.  Surely a step up from Taco Bell, but what's the point of that?  

WIth so many authentic cheap (and good) Mexican food places nearby with great corn tortillas and cotija cheese, I'll call this one a total pass....and I understand why I've never stepped foot in the door in 10 years that I've lived within 3 miles of the place.",review,2,LT3L8-tthzD0IakgXm81pw
15101,VlG9qxAc4d0em2djaU__xw,3,2009-09-14,1,G6vx3mCRQvqYXMNzKeLbtA,1,"Bad. Very bad. Ordered a combo: sour cream enchilada, taco and tostada. The shredded beef in the taco was harder than jerky, the enchilada was an oily mess and the tostada was soggy. 

You can tell a lot about the type of food you are going to have by the salsa. True to form, the red sauce tasted like canned tomato sauce and the chunky sauce was about 80% jalapeno and no flavor.

There was a strange smell in the restaurant and I couldn't wait to leave.

I will not be back",review,7,q9XgOylNsSbqZqF_SO3-OQ
15106,VlG9qxAc4d0em2djaU__xw,0,2010-10-17,0,IiAkQFQwQ-Vo8QNkr7adzA,1,"While driving home last night, we decided to drive up 7th St and look for a Mexican restaurant.   Sadly, we found Jordan's.  The outside looks very nice.  Once inside, it's obvious this place hasn't been updated since 1981- lots of dark, heavy wood & wrought iron. NICE! I loved it. REALLY!  I loved it enough to overlook the amazingly creepy carpeting figuring if they updated the carpeting, they'd have to update the rest of the decor, too.  We were blown-away, in a really, really bad way, when the chips & salsa came...as noted by others, it tastes like ketchup with some chili powder mixed in. Horrible. We already ordered drinks & didn't want to split and stiff our waitress so we ordered a cheese crisp.  The cheese crisp was fine.  Sadly, we didn't have any salsa to put on it.

Other reviewers pointed out that aside from salsa, it was a good experience.  Whatever.  I suppose these same folks would be fine with a blind date who arrived in dirty clothing & who hadn't showered in a week.   If a Mexican restaurant can't do a decent salsa, they don't get a 2nd chance.",review,0,riSQFPW7qpBHpI0NMTL0wg
15109,VlG9qxAc4d0em2djaU__xw,1,2011-04-05,6,YOzCW0EGW-4yK1rIduuGyQ,1,"I am being utterly polite by giving this place one star. Places where I've had better food: the cafeteria in a hospital, 7-11, if I'd ever been to prison, prison. I'm not sure if Jordan's pays people to park in its lot to give the impression that the place is full. There's absolutely nothing authentically Mexican about this place, except, perhaps, for the Mexican dishwasher.  If you've recently lost your tase buds, love greasy beef dumped into a Old El Paso ""taco shell"" topped with shredded Velveeta and iceberg lettuce, then, boy is this the place for you. Also, if you're a fan of tomato paste in the guise of ""salsa"" and served from a stolen syrup container from IHOP, then do it up at Jordan's.

Please, do yourself (and your wallet) a favor and eat at the Jack-in-the Box down the street. You've been warned.",review,4,9bbXiQy8G8FFuR-GCYJVOQ
15114,VlG9qxAc4d0em2djaU__xw,0,2012-03-26,0,qN3NXsGrGdWGjr4uvWb0tw,1,"Terrible. For a city so lavishly seasoned with some of the best Mexican food on the planet, this place coulnt have been worse if it tried. Outdated, dingy, dining space and help. I love me a good hole in the wall, but Jordan's can't even hit that mark. Avoid it!!!",review,1,zNItBCWlmNm5K5HDrY8C9A
15116,VlG9qxAc4d0em2djaU__xw,0,2013-01-19,0,Z0FyeSAtzIaLc0V75rJ7yw,1,"Sadly nostalgia doesn't make the food here any less bland. I am very generous when I dine out, and always will find something positive to end the meal. In this case the positive was that I did not have to pay for the horrendous meal. 

Word to the wise- if a place that serves mexican food serves you ketchup as salsa, leave immediately. 

My boyfriend and I set the salsa aside and ordered the very basic machaca beef burritos. What we got was GRAY meat, with not one ounce of seasoning. 

At this point we apologized to our waiter, offered to pay for the drinks and salsa, but he seemed used to this and said not to worry about it. At first he tried to say they make the meat with eggs. But saw quickly that we would not be buying that story. We did leave a nice tip for the poor guy.

This is what happens when you have uninspired people making food. 

Too Sad.",review,1,srSxcMh569Mm_VAf0wj7wA
15121,VlG9qxAc4d0em2djaU__xw,0,2013-08-04,0,HBLqUAufr8EQ44vZNGYc7g,1,"The last time I dined here was many years ago. I recalled it being a ""decent"" dining experience then, but one I wasn't exactly enthusiastic about repeating again during a recent visit with friends. As another poster mentioned, there is a small segment of the population who is rabidly devoted to this long time Phoenix fixture. Why? I'm not exactly sure. My most recent experience, days ago, left me wondering how this place has managed to stay open for so long.

Upon entering the dark, cavernous entrance, no one was there to greet us. It took a while before someone noticed and seated us. The dining area on this very hot afternoon, was uncomfortably warm. Not exactly a respite from the heat.

Then the salsa and chips arrived. Please see the photos and other reviews on this awful concoction which appears to me to be nothing more than tomato sauce (spaghetti sauce base) with a few chili pepper seeds thrown in for good measure. This stuff absolutely comes from a can. If you ask for the ""other salsa"", what appears next is a watery, minced pepper mixture that is horribly bland and only slightly better than the tomato sauce salsa. I wound up eating the chips by themselves.

I ordered a chicken burro enchilada style. The rice was fine, the shredded chicken abundant, but not seasoned. The enchilada sauce topping was also quite flavorless. 

All in all, highly disappointing and completely non-authentic.",review,0,5lLqKs1JNV3ZNgVS6z9aaA
15122,VlG9qxAc4d0em2djaU__xw,0,2013-09-14,0,FVzb_qh-kUXabPWx5ZLv8g,1,"Just don't eat here.  I didn't know that Heinz made salsa.  Just can't seem to find anything positive to say about this place.  This is a town with a plethora of Mexican Restaurants, so you would think that competition alone would have closed this place.  Just drive over to Sylvia's La Canasta.  Its close, and very good.",review,0,z9z9dPRsROEvauQtxFE5vQ
15125,VlG9qxAc4d0em2djaU__xw,0,2013-12-14,0,2vcxfZYqLwe3KbMcyTCs5w,1,Don't walk by.  Run by this place and don't look back.  The worst Mexican food in Phoenix.  Absolutely no flavor. The only thing going for it is the friendly wait staff.,review,1,Vg5gpkQ6Xkgq6n5eawxq_w
15136,WH0Q0CmYW00vnJpG37O_cw,1,2011-04-15,0,qOzNb17SB9a4WY6VB4qgFQ,1,"I've been taking my BMW and Nissan here for about 3 years.  In the past year, business seems to have gone up to the point that they CANNOT MAINTAIN PREVIOUS LEVELS OF GOOD OLD FASHIONED ""MOM AND POP"" CUSTOMER SERVICE.  Maybe the perfect 5 star rating here has something to do with that, causing business to explode.  However, when this happens a business either expands, or customer service declines.  Precision imports does not seem to desire expansion, and their customer service has become inconsistent and disorganized.  

Trust is vital with your mechanic, and Frank/Al broke trust with me in a few areas.  I trusted them up until the past year.  Earlier this year Al diagnosed my Nissan with a ""pinhole oil lead causing oil to pool in the back of my engine, replacement required around $500.  It's a very common problem in this model.""  I have not seen any oil leaking from the Nissan, but they assured me ""just wait it's going to leak.""  

Later this year, the service engine light came on in my BMW.  I trusted that Precision Imports would run appropriate diagnostics.  They did not.  Instead, they insisted that I had ""run my car too low on gas, which caused the light to come on"" and rebuked me not do let the gas run too low in the future.  (I had not recently let my tank get too low, and it had been low in the past but never caused problems with the service engine light). They got the service engine light off, and charged me $45.  

A few days later, the service engine light came back on.  I thought, ok, the problem must be more serious or a new problem.  I brought my car in.  After several days of waiting, I called to a rude response that they were ""extremely busy and just hold on we'll call you when it's ready!""  I let it go, and let a few more days go by.  I called back again, and was returned ""It's been ready come and get your car!""  When I pointed out the poor customer service politely, I was returned with ""Sorry we've been swamped.""

When I came to pick my car up, the reason given as to why the light was on astonished me: ""pinhole oil lead causing oil to pool in the back of my engine, replacement required around $500.  It's a very common problem in this model.""  SAME SUPPOSED ""COMMON"" PROBLEM AS MY NISSAN WORD FOR WORD!  AND, they were unable to switch off my service engine light.  I just stared at him.  My read: FULL OF BS.  I said nothing regarding this diagnosis, paid, and left.

I have googled this problem in both cars, and asked around a little.  Neither is a common problem in either car from what I""ve found.  I was even told they have patch kits for the problem, which was never offered to me as an option.

I should add that I also have had 2 ""underquotes"" on mechanical problems here.  I mean, quoted by phone at one cost, then when I go to pay it was higher.  When I've asked about the higher cost, i feel I was given lines of BS.

WHY DOES A SECOND OPINION MATTER?

The next day I was driving my BMW.  Now call me a jackass for not opening my engine and checking the coolant, but the car was JUST serviced (including oil change, etc) at Precision Imports!  My car started smoking like crazy, and died on busy Bell road.  I was able to get the car into another auto shop.  They found out THE COOLANT WAS EMPTY.  THIS IS WHY THE SERVICE ENGINE LIGHT CAME ON.  The charge was $10.  PROBLEM SOLVED, smooth sailing since.  

I have now taken both cars to 2 different mechanics.  Nothing has been discovered in the area of ""pinhole oil leak"" on either car.

It used to be that Frank always overstated the price a little, went above and beyond with communication, and took care of me.  He came across as an honest old school guy to me.  It's different now.  Frank's more detached.  I get the feeling Frank is eying retirement, and would prefer working on a much much lower volume of cars.  No comment on the younger guy Al.  Earlier this year when I brought my car in Frank said ""make sure you deal with me.""  I didn't make much of it, but this could have indicated some other issue going on at the shop.  I did attempt to deal only with Frank this year, but his availability has been very low and he had to route me to Al and others.

I saw a few guys in the shop with a lot of signs pointing to ""previously convicted felon.""  I'm all about turning it around and 2nd chances, and I realize this can be a staple of many mechanic shops.   But, business is business and I didn't get a good feeling about a few of the newer mechanics in the shop.

I gave them several second chances, and communicated my concerns honestly and appropriately.  But that's it for me.  They lost me as a customer.  I'm hoping that they can turn it around, but for starters they are going to need to lose more customers and reduce the extreme volume or expand to a new location.  

If you're going to use Precision Imports, MAKE SURE THE COST IS DEFINED BEFORE REPAIRS ARE MADE.  ON MAJOR ISSUES GET A SECOND OPINION.",review,5,9Z5ew1LibX4RekMA0aoLpA
15155,7P3ECWrdSepztN5A3boTmg,0,2011-08-31,0,175nWDI0KA0_1t_OsHLY0g,1,"I was informed by Volvo I Am that I needed a new AC compressor at a cost of $1300. I had a second opinion at the Volvo dealership who told me that my AC unit was just fine. In addition to the unethical business practices of this shop, the owner was extremely rude and aggressive.",review,3,Pds5GgsBQHpsEdQM73QTJw
15161,7P3ECWrdSepztN5A3boTmg,4,2014-01-21,4,gX0I1IdEW6KsxHHus80-Uw,1,"I took my teenage daughter's 1996 960 here late this last summer because it wouldn't pass emissions due to both oxygen sensors (allegedly) being dead.  So I turn to the Volvo specialists I've used lots of times before for my own Volvo with few issues...except perhaps for the uncomfortable, stony silence they give you when your budget is bottomed out and you politely decline one of their suggested, additional services while embarrassedly explaining that you'll have to wait to get it done until you have more money.  Very uncomfortable.

So I'm thinking, no problem, these guys know their stuff, right? Apparently it *was* a problem, because after I made an appointment and dropped off my daughter's car, it took them 3 weeks and over $600 and the car STILL doesn't run!  :/ 

Adding to this, my husband and I had to call every few days and ask for an update on the car because we weren't being updated on the progress of the repair at all.  Have you ever had to placate an impatient 17 year old girl who needs her car to get to and from school?  It's living hell.

In fact, during one of the calls I made about the car's status, I discovered that they had replaced both oxygen sensors but that wasn't the problem, but they thought they had sorted out what the new hold up was but that nobody had gotten around to calling us to let us know any of this yet, and when I authorized them over the phone to address the new issue the response to me was ""Well, we have all these other cars ahead of you now"".  Wait...what?  Am I not ALSO a paying customer that also had an appointment?  How did I suddenly lose my place in 'line' behind all these other customers?  Shouldn't you finish my car before starting work on a different car?  :/

So yeah, after 3 weeks and over $600 they finally declared that they just didn't know what else to do with it and we paid our bill and picked up the car.  Fast forward a few months and it still hasn't passed emissions and just sits in my driveway, covered in dust, because I gave Volvo Am I all the money we could scrape together to sink into it and now I'm nervous to spend another penny since they couldn't figure it out the first time.   

I'm not sure if I'm more offended that they thought we could afford repairs approaching half of the value of the car, or that we didn't deserve any follow up communications on the repair status, or that when I called to find out what was going on I discovered that we'd been dropped to the back of the line for no discernible reason whatsoever.

So yeah, I'm no longer a happy customer.",review,7,k4-6lakq7t3kCgbvPxcuvg
15168,tQS6TT2B__SzsWxPZ-RrNw,0,2011-11-09,0,DteWK67HIa0x-rDUL4Mpkw,1,"I was very excited to learn about this shop from the ""New Times Best Of"".  I ventured in on a Tues. morning and with some difficulty I found someone to help me.  I am a basic knitter and am happy with that.  I bought some merchandise and off I went to knit.

Upon trying to return to expand my knitting three times I have gone to the shop and three times I have not received any assistance.  Once I left work early and arrived at the shop at 3:50, they close at 4.  I went on a Saturday to be told ""there were no knitters there, and to come back on Wed. eve at 5 and the knitters will be there to help me.""  I know exactly what I want to make I just need some assistance.  This eve. is Wed. I went into the shop and there was a knitting class.  I explained I didn't want a class just some assistance.  I was told by the knitting ring leader ""this is my class, $65 for 6 classes, we knit 5-7."" I explained I didn't want to knit i wanted to buy wools and go home and knit.  Four times she repeated herself regarding her class.  I get it is her class and she is not there to assist with questions on the retail level.  What I don't get is who is? 

Volunteer run and charity driven is a primary factor I wanted to support this store.  However I can't seem to give them my money.   I guess if you don't want to be in some sort of cult like stitching class this is not the establishment for you.  It saddens me because the idea is great, the merchandise is beautiful however customer service and assistance is necessary even if you are a bunch of volunteers.

I guess I will find another shop that will assist me by helping  me and take my money.",review,1,I9HRXYL9hpbFh0syNnGPvQ
15171,naUFPFYH2CqHtTrV3IAJrQ,1,2009-08-22,0,lZ_1ot1-8IqqUaP1qXZlzQ,1,"If a restaurant wants to be reviewed on more than the quality of its bathroom, its food shouldn't keep the entire party imprisoned there.

Despite wonderful service, a good price ($10 for dinner), a lot of premium dishes, and fresh sushi, the overall experience was awful. There weren't any standouts among the dishes- most everything was pretty generic. My whole table took turns rotating through the disgusting bathroom... somehow, we were able to time our vomiting. In retrospect, it's kinda impressive.

I think the biggest problem was that the food was kept at room temperature. As others mentioned, the chef spent a lot of time checking on the dishes, but he didn't seem to notice that everything was tepid. 

The food also ruined the after-dinner movie, which effectively doubled the cost of our loss.",review,3,P8KlUtWEu-b6ZwM7XjuxBg
15181,naUFPFYH2CqHtTrV3IAJrQ,0,2011-06-16,0,2Pmy0YdmihuqbMfR64i-rQ,1,"I shan't be returning.

Their festive signage caught me on the way to another venue for lunch, and I thought ""why not Chinese?""  I'll tell you why; or at least, why not to select this buffet.

Being greeted on the way in with a ""You are on camera"" sign sure is welcoming.  I was quickly greeted, though, and directed to my seat.  My drink order was taken before I even sat down, which was nice.  Too many buffets have you walk in, sit down, select a beverage, stand up, and proceed to self-service, and it was nice to save a couple of steps.

But then I got to the food.  Nearly everything had the congealed look of having been out too long; the skin on the surface of the sweet-and-sour sauce was rubbery and at least a half-centimeter thick.  Not exactly appetizing.  I did, however, find some acceptable-looking specimens and returned to my table.

The warmest of the foods could only generously be called lukewarm; most of the chicken was marbled with glibbery wads of fat, and all the sauces tasted sugary and generic.  I could literally not tell the ""orange chicken"" from the ""sesame chicken"" from the ""pepper chicken"" by any sense other than sight.

The rice was room-temperature, but I barely know this because as I was forking a mouthful of rice together on the plate, the alternately obsequious and intrusive waitstaff tried to take my plate out from under me (though, in retrospect, they may have been trying to save me).

The fruit selection, which I also sampled, looked fine, but was in fact soggy and also room-temperature to lukewarm.

They have a somewhat vast dessert selection -- particularly for a buffet -- but I'd more than had my fill.

Walking toward the register, there was a prominent sign re-advising me that walk-outs are recorded and will be reported to the police and prosecuted.  There were three more similar signs at the register/gift shop (!).  Again, very welcoming.

I won't be back, unless I'm told they're under new management.",review,0,XWzF4wam-7OJEgoPO_jHiQ
15184,naUFPFYH2CqHtTrV3IAJrQ,0,2012-04-21,3,0JbYrRjDSd6wTvi0zeMJag,1,"I should have kept driving when we pulled in and there's paramedics with a huge Fire Engine in front of the restaurant with gobs of odd looking people standing around the commotion.  I wanted to look at the food before agreeing to sit down and at first glance it looked pretty decent compared to other chinese buffets I've been to.  

But if I can offer one piece of advice, dont go there on Fridays for lunch....apparently every Friday morning they host the local nut house for a meal.  Don't get me wrong, it's a nice gesture but after being in the middle of two pretty intense verbal altercations that quickly turned violent, I knew this was going to be one of those experiences that I would write about on Yelp!  There were at least 50 people from the rehab center inside the restaurant trying to get food from the substandard buffet.  I should have also noticed something was ""up"" when I saw all the rehab vans parked in the parking lot.  But trying to keep an open mind, we continued to sit down and tried to eat our meal.  There were a lot of people shouting at each other and arguing, lots of mentally ill people glaring at us almost in an antagonistic manner.  

Besides all that, the food was not super hot and was pretty gross and NOT cheap!  I would NOT recommend this place for it's food and especially not on Fridays if you don't want to get assaulted by a local mental patient.",review,0,itPBqTXgy4FIGjnbAdgMaQ
15187,naUFPFYH2CqHtTrV3IAJrQ,0,2013-03-06,0,4WsKEc6xWalSfuz9LVOUTw,1,"Went by this place last week and it is now closed down..

Looked like they are preparing to raze the building.",review,1,cFoiVWF42HSXQEtqxDvdWQ
15191,FFrSjtPRysuonUDfxn6DEg,0,2014-05-13,0,WXswGeMNURNq8dJNfnj7cQ,1,"out of business on april 30, 2014.",review,0,ofY7q5rk449eHu5oGdCtRQ
15221,-zHQip1ka7ak6yjWYOOqwg,0,2014-07-09,1,eFkP4dRoUQBfq_SErwLgfg,1,"I'm a general contractor and I purchase about 80-100k worth of Lumber per year. 

And I can say without a doubt that the lumber at heldt lumber company is grossly overpriced.
Home Depot has better quality lumber (if you know how to pic it) that is about 40% cheaper on average . 
I chose heldt lumber company because I was under the impression that the wood would be of better quality, boy was I wrong.
Also, if you special order a piece and you notice that it is warped or damaged once you arrive at your work site...too bad for you all sales are final on these items.
I've lost a lot of money and a lot of time dealing with this company, I would strongly advise against shopping there.",review,0,ZILMwi3ArauA3atxBF67ng
15228,W8WyVVxinyRjzP8gJa7ILg,0,2011-05-24,1,Dc0hPkhSMmTIA1CvooMKmw,1,This place used to be awesome. Now it is plain dirty. Food quality is unpredictable and mostly poor.,review,0,kk05snSafuIFK0lsxoMNzA
15231,W8WyVVxinyRjzP8gJa7ILg,2,2011-08-14,2,c9ARe-siHg_wC6xFR6_GUA,1,"Their miso soup was cold and SPOILED. They made us another batch that was actually hot and no longer tasted a few days old, but still nasty. Their teriyaki chicken was also salty.",review,2,DihfnxUWIqp9AZ2HnbIybw
15234,W8WyVVxinyRjzP8gJa7ILg,1,2012-05-04,1,G-jV3KiQ0Vk_kr_hEhn20w,1,"Why did I agree to go here? BLAAAAAAH! Even for fast casual Japanese food, it sucked. I got the low-carb (no rice) teriyaki salmon bowl. The vegetables _ a mix of cabbage, broccoli and carrots _ had no flavor whatsoever. It was like hospital cafeteria veggies. Ever hear of salt or using a flavored broth? The sauce on the salmon was OK but once you eat off the top layer, no flavor inside at all. It was not worth $6.62 or whatever the price. I rarely go so far as to say ""Oh I could have cooked better at home"" but in this case, it's true. One of the worse meals I can remember having. And their shiu mai dumplings obviously frozen and then cooked because a) way too labor-intensive otherwise and b) that had more flavor. How can it be next door to Cherry Blossom Noodle? I need a good meal to counteract this.",review,1,ZrUZtLgLOn15v2NIZl-oKQ
